nombre,deporte,edad,peso_kg,altura_cm,frecuencia_cardiaca_bpm,horas_entrenamiento_semana,rendimiento_score,posicion
Carolina Ríos,ATLETISMO,18.0,84.6,166.0,81.0,16.0,7.94,ATACANTE
Francisca Lagos,CICLISMO,42.0,89.8,173.0,59.0,12.1,1.05,CORREDOR
Camila Díaz,VOLEIBOL,44.0,80.5,202.0,69.75212464589235,11.6,5.583822014051522,CICLISTA
Valentina Ramírez,FUTBOL,32.0,83.8,189.0,55.0,15.6,1.4,
Héctor Suárez,VOLEIBOL,17.0,74.5,200.0,86.0,16.5,4.61,PORTERO
Rodrigo Sandoval,VOLEIBOL,30.0,64.8,178.0,86.0,12.9,2.95,MEDIOCAMPISTA
Manuel Leal,NATACION,18.0,94.4,202.0,49.0,7.8,8.43,PORTERO
Lorena Mendoza,BOXEO,42.0,65.5,158.0,46.0,23.9,9.36,NADADOR
Isabella Castro,FUTBOL,37.0,96.7,178.0,90.0,11.7,2.89,DEFENSA
Daniela Vargas,TENIS,27.0,62.5,175.0,68.0,21.1,7.43,CICLISTA
Rodrigo Sandoval,BASKETBALL,36.0,80.09667630057803,160.0,71.0,20.4,15.0,CORREDOR
Patricio Bravo,CICLISMO,42.0,80.09667630057803,177.0,63.0,20.9,8.28,MEDIOCAMPISTA
Héctor Suárez,ATLETISMO,27.0,55.0,200.0,64.0,8.2,7.69,DELANTERO
Francisca Lagos,NATACION,3.0,67.1,160.0,69.75212464589235,10.9,9.69,DEFENSA
Nicolás Reyes,FUTBOL,39.0,77.5,168.0,72.0,9.4,9.01,NADADOR
Enrique Valenzuela,BOXEO,44.0,102.4,166.0,48.0,12.1,8.02,MEDIOCAMPISTA
Rodrigo Sandoval,TENIS,28.0,78.7,177.0,80.0,16.3,4.47,DEFENSA
Sebastián Rojas,TENNIS,39.0,81.4,175.0,47.0,10.0,3.91,DEFENSA
Mónica Ortega,ATLETISMO,19.0,65.0,25.0,86.0,18.9,4.93,ATACANTE
Nicolás Reyes,NATACION,22.0,78.9,195.0,69.0,13.6,2.04,
Diego Torres,FUTBOL,37.0,100.0,190.0,56.0,21.8,7.63,CICLISTA
Mónica Ortega,RUGBY,30.0,83.4,181.0,60.0,4.3,7.92,DEFENSA
Sofía Hernández,NATACIÓ,41.0,92.1,181.0,83.0,18.2,2.67,DEFENSA
Paola Romero,RUGBY,42.0,77.3,163.0,84.0,5.0,6.83,CICLISTA
Héctor Suárez,NATACION,36.0,81.2,300.0,78.0,14.1,6.17,DELANTERO
César Sepúlveda,NATACIÓ,42.0,80.09667630057803,171.0,88.0,3.4,6.7,DEFENSA
Patricio Bravo,BALONCESTO,37.0,101.5,179.5212464589235,51.0,8.8,4.33,DEFENSA
Ana Martínez,VOLEIBOL,36.0,72.6,180.0,52.0,6.1,2.98,NADADOR
Pedro Rodríguez,VOLEIBOL,24.0,87.2,194.0,73.0,19.4,5.94,
Carolina Ríos,RUGBY,33.0,66.3,179.5212464589235,90.0,15.0,7.34,DELANTERO
Roxana Salinas,RUGBY,28.0,93.9,200.0,81.0,24.6,1.79,MEDIOCAMPISTA
Ignacio Peña,VOLEIBOL,40.0,103.1,190.0,69.75212464589235,17.9,8.81,DELANTERO
Gonzalo Fuentes,NATACION,31.050934579439254,62.9,184.0,65.0,15.8,8.31,CICLISTA
Ricardo Álvarez,FUTBOL,17.0,80.09667630057803,165.0,60.0,16.8,2.9,DEFENSA
Patricia Ramos,VOLEIBOL,43.0,65.9,171.0,53.0,5.3,2.68,CORREDOR
Ana Martínez,ATLETISMO,27.0,59.2,162.0,53.0,20.8,9.32,MEDIOCAMPISTA
Ricardo Álvarez,ATLETISMO,28.0,99.2,199.0,50.0,18.4,3.34,DELANTERO
Alicia Campos,ATLETISMO,39.0,84.8,165.0,82.0,9.5,1.97,NADADOR
Daniela Vargas,VOLEIBOL,20.0,98.3,160.0,88.0,15.0,8.13,NADADOR
Alicia Campos,VOLEIBOL,16.0,83.3,180.0,84.0,7.8,3.54,
Mauricio Vega,FUTBOL,44.0,93.8,188.0,70.0,3.9,4.96,ATACANTE
Enrique Valenzuela,TENIS,29.0,64.4,197.0,76.0,4.3,8.96,NADADOR
Natalia Cruz,ATLETISMO,38.0,94.8,174.0,69.0,13.5,7.23,CORREDOR
Manuel Leal,NATACION,40.0,70.6,171.0,62.0,15.3,6.02,MEDIOCAMPISTA
Marisol Figueroa,BOXEO,38.0,63.3,168.0,67.0,24.9,8.44,PORTERO
Sofía Hernández,NATACION,34.0,81.1,176.0,65.0,12.6,15.0,
Mónica Ortega,TENIS,22.0,55.1,171.0,62.0,6.9,8.3,PORTERO
Marcela Varela,FUTBOL,16.0,71.6,180.0,59.0,13.4,3.16,DELANTERO
Enrique Valenzuela,NATACION,43.0,92.5,171.0,78.0,23.2,3.96,PORTERO
Verónica Aguilar,BALONCESTO,16.0,78.4,193.0,88.0,17.3,3.4,ATACANTE
Marcela Varela,FUTBOL,41.0,82.1,174.0,69.75212464589235,9.0,4.17,
Gabriela Morales,ATLETISMO,16.0,104.6,163.0,52.0,16.2,5.28,PORTERO
Eduardo Soto,VOLEIBOL,3.0,66.0,201.0,74.0,15.4,6.09,DEFENSA
Francisca Lagos,CICLISMO,27.0,88.1,201.0,55.0,8.4,5.61,
Ana Martínez,VOLEIBOL,17.0,71.4,162.0,80.0,20.6,6.49,DEFENSA
Roberto Castillo,BOXEO,17.0,99.9,174.0,76.0,6.2,1.35,CICLISTA
Camila Díaz,TENNIS,41.0,102.8,162.0,84.0,17.3,1.58,CORREDOR
Gabriela Morales,ATLETISMO,39.0,104.2,193.0,87.0,16.6,8.71,PORTERO
Natalia Cruz,TENIS,38.0,97.1,178.0,81.0,17.4,3.38,DEFENSA
María González,FUTBOL,42.0,101.2,189.0,61.0,10.8,3.08,DEFENSA
Pedro Rodríguez,VOLEIBOL,39.0,72.3,161.0,74.0,23.0,3.02,
Carlos Pérez,NATACION,24.0,69.7,179.5212464589235,77.0,5.3,2.79,MEDIOCAMPISTA
Manuel Leal,FUTBOL,22.0,104.3,168.0,65.0,4.3,2.64,PORTERO
Pilar Contreras,NATACION,37.0,93.6,182.0,61.0,7.0,2.88,CORREDOR
Mónica Ortega,VOLEIBOL,37.0,88.7,179.5212464589235,71.0,13.866635071090046,6.36,MEDIOCAMPISTA
Ignacio Peña,TENIS,26.0,80.1,183.0,81.0,9.4,6.14,DELANTERO
Carolina Ríos,VOLEIBOL,21.0,73.6,168.0,69.75212464589235,13.866635071090046,5.58,MEDIOCAMPISTA
Carlos Pérez,BOXEO,25.0,97.9,193.0,75.0,15.1,4.39,NADADOR
Ricardo Álvarez,BOXEO,22.0,80.09667630057803,300.0,45.0,7.8,6.41,DELANTERO
Isabella Castro,NATACION,31.050934579439254,60.6,174.0,57.0,3.0,3.65,NADADOR
Daniela Vargas,NATACIÓ,41.0,92.9,202.0,81.0,4.6,3.87,MEDIOCAMPISTA
Roberto Castillo,VOLEIBOL,40.0,80.1,199.0,45.0,12.7,7.45,PORTERO
Patricio Bravo,RUGBY,44.0,101.1,187.0,56.0,11.7,2.63,PORTERO
Gabriela Morales,FUTBOL,19.0,78.3,170.0,85.0,13.866635071090046,6.25,DEFENSA
Lorena Mendoza,RUGBY,33.0,67.2,181.0,71.0,15.7,9.23,
Valentina Ramírez,RUGBY,18.0,100.5,185.0,88.0,8.5,8.5,PORTERO
Marcela Varela,NATACION,22.0,71.5,25.0,72.0,13.1,3.51,DEFENSA
Gabriela Morales,NATACION,29.0,89.6,163.0,67.0,7.2,8.76,CORREDOR
Andrés Flores,BALONCESTO,41.0,78.9,198.0,54.0,6.2,1.65,DEFENSA
Claudia Herrera,NATACIÓ,44.0,80.7,173.0,47.0,13.866635071090046,3.98,MEDIOCAMPISTA
Nicolás Reyes,VOLEIBOL,19.0,96.6,185.0,58.0,8.6,9.54,PORTERO
Mónica Ortega,TENIS,26.0,104.0,183.0,46.0,13.9,7.13,PORTERO
Roberto Castillo,BOXEO,31.050934579439254,58.3,169.0,70.0,12.9,6.93,ATACANTE
Marcela Varela,ATLETISMO,43.0,69.3,188.0,85.0,4.2,8.87,NADADOR
Fernanda Jiménez,BASKETBALL,44.0,80.09667630057803,178.0,83.0,23.9,1.12,CORREDOR
Ignacio Peña,TENNIS,34.0,71.4,187.0,88.0,8.5,9.92,PORTERO
Felipe Muñoz,NATACIÓ,24.0,103.8,160.0,69.0,15.9,6.15,NADADOR
Pedro Rodríguez,BALONCESTO,29.0,80.09667630057803,195.0,69.75212464589235,13.866635071090046,4.76,DELANTERO
César Sepúlveda,NATACIÓ,36.0,83.8,180.0,52.0,17.4,5.583822014051522,ATACANTE
Pedro Rodríguez,NATACION,27.0,76.9,173.0,65.0,21.5,4.71,CICLISTA
Enrique Valenzuela,FUTBOL,35.0,77.2,179.5212464589235,79.0,17.2,1.58,CORREDOR
Sofía Hernández,FUTBOL,44.0,83.4,163.0,64.0,9.6,2.45,DELANTERO
Enrique Valenzuela,BALONCESTO,45.0,85.2,197.0,85.0,13.6,2.46,ATACANTE
Roberto Castillo,ATLETISMO,30.0,74.1,196.0,86.0,23.6,1.75,DEFENSA
Paola Romero,TENIS,29.0,95.0,189.0,69.75212464589235,11.9,6.6,DELANTERO
Ana Martínez,RUGBY,36.0,68.9,190.0,61.0,24.1,4.08,DEFENSA
Ignacio Peña,VOLEIBOL,33.0,94.3,177.0,56.0,23.9,1.29,CORREDOR
Alejandro Núñez,NATACION,38.0,59.4,178.0,55.0,11.2,8.54,CICLISTA
Fernanda Jiménez,TENNIS,41.0,95.6,161.0,75.0,18.3,5.15,MEDIOCAMPISTA
Marcela Varela,NATACION,22.0,70.6,196.0,90.0,23.6,1.23,ATACANTE
Javiera Espinoza,VOLEIBOL,35.0,96.1,170.0,69.75212464589235,18.2,8.86,ATACANTE
Javiera Espinoza,FUTBOL,41.0,74.1,200.0,50.0,7.7,7.57,
Sebastián Rojas,RUGBY,26.0,65.1,158.0,66.0,15.1,6.95,ATACANTE
Valentina Ramírez,TENIS,35.0,74.4,186.0,58.0,16.7,6.13,DELANTERO
Nicolás Reyes,ATLETISMO,23.0,69.4,165.0,83.0,23.4,2.06,PORTERO
Gonzalo Fuentes,RUGBY,42.0,102.1,202.0,78.0,9.7,3.31,DEFENSA
Pilar Contreras,FUTBOL,33.0,66.2,177.0,76.0,4.5,3.22,DELANTERO
Héctor Suárez,NATACION,37.0,60.5,176.0,75.0,21.0,3.35,MEDIOCAMPISTA
Daniela Vargas,CICLISMO,25.0,92.8,169.0,80.0,4.9,-5.0,MEDIOCAMPISTA
Carlos Pérez,RUGBY,22.0,66.2,189.0,48.0,19.4,8.69,ATACANTE
Felipe Muñoz,FUTBOL,33.0,63.2,161.0,71.0,12.5,2.94,CORREDOR
Luis Parra,FUTBOL,18.0,57.6,184.0,87.0,13.2,6.86,CICLISTA
Patricio Bravo,FUTBOL,43.0,78.9,176.0,45.0,23.4,7.07,DELANTERO
Natalia Cruz,RUGBY,45.0,65.9,168.0,82.0,10.6,1.27,PORTERO
Eduardo Soto,NATACION,31.050934579439254,91.0,188.0,80.0,13.866635071090046,6.62,NADADOR
Luis Parra,BASKETBALL,16.0,96.4,167.0,81.0,14.4,9.99,DEFENSA
Catalina Mora,BALONCESTO,26.0,57.1,201.0,66.0,4.8,5.26,DEFENSA
Camila Díaz,TENIS,41.0,61.1,182.0,50.0,19.4,6.54,ATACANTE
Alejandro Núñez,NATACION,16.0,56.1,201.0,55.0,19.8,6.62,ATACANTE
Fernanda Jiménez,CICLISMO,45.0,83.3,191.0,83.0,19.9,3.66,CICLISTA
Manuel Leal,BASKETBALL,40.0,85.2,200.0,77.0,4.2,2.81,DELANTERO
Pedro Rodríguez,CICLISMO,38.0,83.7,159.0,88.0,6.8,2.95,DELANTERO
Pedro Rodríguez,NATACION,30.0,61.4,166.0,48.0,9.7,9.53,NADADOR
Rodrigo Sandoval,TENIS,18.0,67.1,165.0,47.0,11.2,8.4,DELANTERO
Mauricio Vega,CICLISMO,31.050934579439254,91.9,178.0,73.0,9.9,8.63,NADADOR
Pilar Contreras,BALONCESTO,38.0,55.3,192.0,60.0,14.3,1.95,CICLISTA
Roberto Castillo,FUTBOL,35.0,85.9,179.5212464589235,78.0,8.9,8.51,DELANTERO
Carolina Ríos,NATACIÓ,35.0,85.4,175.0,66.0,6.2,9.75,DELANTERO
Daniela Vargas,TENIS,16.0,69.8,181.0,54.0,6.5,5.1,DEFENSA
Luis Parra,ATLETISMO,43.0,99.7,158.0,51.0,17.9,9.8,ATACANTE
Felipe Muñoz,CICLISMO,44.0,101.6,186.0,79.0,12.9,3.84,CORREDOR
Roxana Salinas,FUTBOL,39.0,74.7,173.0,53.0,24.3,4.97,DELANTERO
María González,RUGBY,21.0,80.7,178.0,60.0,24.9,6.91,CICLISTA
Marcela Varela,NATACION,29.0,92.8,200.0,78.0,4.4,1.06,CICLISTA
Manuel Leal,BALONCESTO,30.0,89.4,199.0,58.0,12.4,3.52,NADADOR
Andrés Flores,CICLISMO,33.0,102.8,193.0,73.0,24.9,9.27,CICLISTA
Verónica Aguilar,TENIS,17.0,74.8,179.5212464589235,69.75212464589235,4.9,20.0,CORREDOR
Alicia Campos,BOXEO,41.0,65.4,169.0,51.0,13.9,4.23,PORTERO
Marcela Varela,BASKETBALL,24.0,88.6,181.0,46.0,10.2,5.18,CICLISTA
Carlos Pérez,VOLEIBOL,30.0,85.9,193.0,48.0,20.8,3.09,NADADOR
Alicia Campos,CICLISMO,17.0,55.8,183.0,81.0,11.6,2.26,CICLISTA
Luis Parra,CICLISMO,38.0,80.09667630057803,177.0,80.0,14.9,7.76,NADADOR
Alicia Campos,FUTBOL,32.0,59.5,182.0,81.0,16.1,2.2,ATACANTE
Sebastián Rojas,ATLETISMO,30.0,71.2,160.0,65.0,15.6,1.35,DELANTERO
Claudia Herrera,TENIS,16.0,61.8,189.0,45.0,16.1,8.94,MEDIOCAMPISTA
Roxana Salinas,CICLISMO,22.0,72.1,191.0,62.0,11.5,2.66,NADADOR
Francisca Lagos,FUTBOL,39.0,100.1,183.0,69.0,12.1,8.31,CORREDOR
Patricio Bravo,FUTBOL,37.0,94.5,179.5212464589235,71.0,3.7,8.12,
Carlos Pérez,FUTBOL,21.0,102.8,187.0,55.0,21.5,6.94,PORTERO
Camila Díaz,BOXEO,19.0,63.2,177.0,72.0,20.8,5.41,DEFENSA
Marcela Varela,FUTBOL,24.0,91.8,174.0,69.0,14.7,7.36,
Tomás Gutiérrez,NATACION,38.0,100.4,161.0,87.0,19.8,7.58,CORREDOR
María González,ATLETISMO,44.0,73.0,182.0,55.0,19.8,5.583822014051522,DEFENSA
Tomás Gutiérrez,VOLEIBOL,27.0,76.3,166.0,68.0,15.3,6.73,NADADOR
Carolina Ríos,FUTBOL,24.0,81.7,179.5212464589235,68.0,12.9,5.583822014051522,ATACANTE
Mauricio Vega,RUGBY,24.0,94.5,158.0,87.0,22.0,3.08,MEDIOCAMPISTA
Isabella Castro,NATACION,39.0,93.0,171.0,68.0,8.1,1.21,DELANTERO
Valentina Ramírez,BALONCESTO,30.0,59.6,202.0,89.0,5.0,8.22,DEFENSA
Carlos Pérez,RUGBY,36.0,89.8,159.0,83.0,13.4,1.34,DELANTERO
Carlos Pérez,ATLETISMO,38.0,77.3,198.0,45.0,9.4,9.82,CORREDOR
Patricia Ramos,NATACIÓ,41.0,61.9,185.0,56.0,10.7,1.85,PORTERO
Manuel Leal,NATACION,42.0,83.1,201.0,70.0,15.8,4.21,NADADOR
Rodrigo Sandoval,VOLEIBOL,20.0,73.1,160.0,69.0,24.7,5.583822014051522,PORTERO
Verónica Aguilar,CICLISMO,26.0,65.0,162.0,51.0,14.0,6.1,CORREDOR
Sebastián Rojas,ATLETISMO,36.0,86.4,201.0,85.0,24.4,6.68,ATACANTE
Alicia Campos,VOLEIBOL,19.0,104.7,185.0,88.0,16.4,4.14,CORREDOR
Paola Romero,RUGBY,150.0,60.9,177.0,63.0,24.1,4.36,CICLISTA
Alicia Campos,BASKETBALL,22.0,63.7,171.0,66.0,13.9,6.11,CORREDOR
Pedro Rodríguez,BASKETBALL,20.0,67.0,159.0,61.0,24.3,5.583822014051522,CICLISTA
Ricardo Álvarez,CICLISMO,30.0,70.0,162.0,74.0,13.5,8.85,DEFENSA
Ignacio Peña,RUGBY,33.0,97.8,187.0,60.0,7.9,9.08,MEDIOCAMPISTA
Catalina Mora,NATACION,24.0,96.9,202.0,75.0,3.5,2.69,NADADOR
Alicia Campos,NATACION,44.0,87.0,185.0,52.0,11.0,3.5,MEDIOCAMPISTA
Daniela Vargas,ATLETISMO,44.0,95.0,162.0,70.0,13.9,8.74,NADADOR
Fernanda Jiménez,RUGBY,22.0,80.2,186.0,81.0,7.6,9.77,ATACANTE
Diego Torres,FUTBOL,36.0,98.0,168.0,48.0,3.1,9.47,
Sofía Hernández,NATACION,29.0,66.5,169.0,54.0,7.1,7.25,DEFENSA
Gonzalo Fuentes,NATACION,45.0,66.2,201.0,79.0,6.5,5.83,NADADOR
Diego Torres,TENNIS,38.0,64.7,184.0,79.0,16.8,5.71,
Eduardo Soto,BALONCESTO,24.0,79.8,158.0,84.0,12.7,6.35,PORTERO
Catalina Mora,FUTBOL,25.0,76.7,186.0,46.0,13.866635071090046,4.37,DEFENSA
Sofía Hernández,NATACION,31.050934579439254,66.3,179.5212464589235,72.0,8.0,4.31,PORTERO
Rodrigo Sandoval,CICLISMO,45.0,65.0,170.0,67.0,23.2,7.88,CORREDOR
Patricia Ramos,TENNIS,45.0,71.1,195.0,83.0,16.3,6.86,ATACANTE
Diego Torres,VOLEIBOL,39.0,95.2,182.0,350.0,12.3,9.17,NADADOR
Roberto Castillo,NATACION,35.0,80.09667630057803,167.0,78.0,8.2,6.61,DELANTERO
Matías Silva,VOLEIBOL,41.0,80.09667630057803,175.0,66.0,12.0,5.583822014051522,DELANTERO
Daniela Vargas,TENNIS,31.0,103.5,170.0,78.0,5.4,9.84,MEDIOCAMPISTA
Nicolás Reyes,CICLISMO,22.0,91.5,198.0,60.0,21.0,3.06,NADADOR
Alicia Campos,TENNIS,42.0,93.8,167.0,69.75212464589235,4.6,8.39,PORTERO
Juan López,ATLETISMO,18.0,74.8,169.0,69.75212464589235,19.5,2.26,DELANTERO
María González,BALONCESTO,32.0,55.6,280.0,77.0,19.9,3.32,CICLISTA
Ana Martínez,FUTBOL,31.0,96.4,177.0,86.0,14.2,2.49,CICLISTA
Carlos Pérez,CICLISMO,45.0,97.9,184.0,65.0,11.2,8.24,DELANTERO
Tomás Gutiérrez,BALONCESTO,28.0,83.1,173.0,69.0,24.2,7.49,DEFENSA
Claudia Herrera,TENIS,30.0,104.2,176.0,88.0,14.1,9.29,ATACANTE
Ignacio Peña,TENIS,33.0,91.4,165.0,54.0,16.7,1.33,DEFENSA
Patricia Ramos,RUGBY,31.050934579439254,99.3,194.0,66.0,5.0,4.56,NADADOR
Manuel Leal,FUTBOL,35.0,57.0,164.0,88.0,22.6,9.54,ATACANTE
Paola Romero,NATACIÓ,43.0,99.6,180.0,79.0,6.7,4.65,NADADOR
Claudia Herrera,TENIS,31.0,66.5,178.0,46.0,9.5,7.35,CICLISTA
Mauricio Vega,NATACION,20.0,55.5,197.0,51.0,9.2,8.0,
Pilar Contreras,FUTBOL,39.0,55.9,180.0,46.0,14.8,2.05,ATACANTE
Tomás Gutiérrez,CICLISMO,32.0,73.0,179.0,85.0,0.1,9.07,PORTERO
Paola Romero,NATACIÓ,44.0,70.7,181.0,90.0,13.4,2.26,DELANTERO
Cristian Medina,BOXEO,39.0,102.5,167.0,90.0,18.0,3.15,DEFENSA
Natalia Cruz,FUTBOL,20.0,87.6,193.0,58.0,14.9,9.53,CICLISTA
Gonzalo Fuentes,FUTBOL,30.0,98.2,194.0,88.0,22.3,3.48,CORREDOR
Isabella Castro,ATLETISMO,40.0,89.0,184.0,89.0,17.1,5.69,DEFENSA
Catalina Mora,NATACION,17.0,104.7,160.0,50.0,8.0,4.55,MEDIOCAMPISTA
Nicolás Reyes,CICLISMO,23.0,94.7,173.0,80.0,12.0,2.12,DELANTERO
Ana Martínez,NATACION,26.0,57.5,173.0,50.0,24.6,7.72,DELANTERO
Luis Parra,VOLEIBOL,42.0,85.2,165.0,73.0,18.3,9.54,ATACANTE
Daniela Vargas,VOLEIBOL,26.0,103.3,180.0,76.0,24.8,1.67,
Diego Torres,VOLEIBOL,16.0,76.4,201.0,52.0,7.9,4.0,MEDIOCAMPISTA
Claudia Herrera,BASKETBALL,35.0,73.5,181.0,60.0,7.1,7.97,CICLISTA
María González,TENNIS,22.0,75.0,163.0,82.0,19.6,7.75,PORTERO
Gabriela Morales,CICLISMO,16.0,63.1,179.0,61.0,8.2,3.19,MEDIOCAMPISTA
Marcela Varela,BASKETBALL,16.0,94.4,201.0,88.0,22.1,9.71,MEDIOCAMPISTA
Javiera Espinoza,BOXEO,36.0,85.4,182.0,72.0,12.2,5.42,DELANTERO
Héctor Suárez,CICLISMO,29.0,58.4,198.0,57.0,12.2,1.56,CICLISTA
Héctor Suárez,VOLEIBOL,35.0,61.5,177.0,85.0,5.3,6.01,MEDIOCAMPISTA
Cristian Medina,RUGBY,43.0,80.09667630057803,172.0,64.0,10.1,6.49,CICLISTA
Pedro Rodríguez,NATACION,21.0,80.09667630057803,195.0,50.0,9.8,3.95,DELANTERO
Fernanda Jiménez,NATACIÓ,17.0,96.8,179.5212464589235,56.0,13.866635071090046,9.65,CORREDOR
Camila Díaz,ATLETISMO,33.0,66.8,170.0,60.0,24.3,9.56,MEDIOCAMPISTA
Gonzalo Fuentes,BALONCESTO,36.0,95.0,191.0,54.0,6.5,2.66,
Roxana Salinas,NATACION,41.0,92.5,200.0,63.0,13.866635071090046,5.14,DELANTERO
Nicolás Reyes,ATLETISMO,31.050934579439254,84.7,165.0,83.0,22.8,7.26,PORTERO
Claudia Herrera,CICLISMO,17.0,104.6,194.0,58.0,16.9,4.4,MEDIOCAMPISTA
Marcela Varela,ATLETISMO,36.0,78.8,176.0,82.0,5.9,5.06,DEFENSA
Mauricio Vega,RUGBY,27.0,95.7,163.0,60.0,18.3,4.45,DEFENSA
Luis Parra,VOLEIBOL,29.0,98.8,184.0,48.0,9.4,2.97,
Carolina Ríos,FUTBOL,24.0,78.9,196.0,47.0,19.7,7.26,DELANTERO
Manuel Leal,BALONCESTO,17.0,98.9,191.0,47.0,12.8,2.71,NADADOR
Enrique Valenzuela,TENIS,35.0,56.8,198.0,67.0,11.5,8.05,PORTERO
Gabriela Morales,RUGBY,30.0,80.7,177.0,45.0,4.0,9.41,DELANTERO
Valentina Ramírez,ATLETISMO,45.0,91.9,200.0,48.0,13.3,6.75,DEFENSA
Verónica Aguilar,TENIS,43.0,83.4,171.0,50.0,4.7,3.62,DEFENSA
Javiera Espinoza,FUTBOL,41.0,58.9,190.0,69.75212464589235,20.7,1.17,DELANTERO
Sofía Hernández,TENIS,37.0,100.4,190.0,71.0,20.4,1.52,DELANTERO
Daniela Vargas,NATACIÓ,31.050934579439254,62.9,187.0,74.0,13.2,9.3,ATACANTE
Gabriela Morales,ATLETISMO,29.0,55.1,158.0,82.0,7.2,1.28,DEFENSA
César Sepúlveda,NATACION,31.050934579439254,56.1,160.0,58.0,4.3,7.53,ATACANTE
Alicia Campos,BOXEO,31.050934579439254,85.9,169.0,73.0,18.2,1.21,CICLISTA
Patricia Ramos,NATACION,19.0,82.0,162.0,55.0,11.8,9.34,CORREDOR
Ignacio Peña,NATACION,31.050934579439254,91.8,185.0,69.75212464589235,16.2,4.78,NADADOR
Alejandro Núñez,BOXEO,40.0,64.3,165.0,81.0,20.5,2.26,ATACANTE
Matías Silva,CICLISMO,27.0,93.9,178.0,80.0,23.4,5.96,PORTERO
Ricardo Álvarez,CICLISMO,29.0,57.2,180.0,54.0,10.4,7.07,MEDIOCAMPISTA
Carolina Ríos,NATACION,40.0,57.6,182.0,62.0,16.4,9.88,CORREDOR
Sofía Hernández,NATACION,40.0,55.4,183.0,85.0,13.6,8.55,ATACANTE
Ignacio Peña,FUTBOL,19.0,80.09667630057803,201.0,69.75212464589235,15.7,7.4,
Felipe Muñoz,CICLISMO,32.0,63.4,196.0,62.0,18.6,1.38,MEDIOCAMPISTA
Mauricio Vega,NATACION,33.0,63.2,196.0,74.0,6.5,7.1,NADADOR
Marcela Varela,NATACIÓ,25.0,88.1,189.0,50.0,13.866635071090046,5.21,DEFENSA
Sofía Hernández,VOLEIBOL,21.0,72.3,163.0,56.0,10.1,5.35,MEDIOCAMPISTA
Daniela Vargas,NATACION,21.0,58.1,186.0,71.0,8.5,7.65,CORREDOR
Eduardo Soto,NATACION,3.0,83.0,165.0,62.0,24.9,2.18,DEFENSA
Camila Díaz,CICLISMO,18.0,83.4,194.0,69.75212464589235,24.6,2.99,DELANTERO
Claudia Herrera,TENIS,31.050934579439254,85.3,186.0,57.0,16.3,2.54,
Felipe Muñoz,FUTBOL,37.0,74.6,170.0,51.0,15.8,5.12,DEFENSA
Catalina Mora,BASKETBALL,29.0,104.2,194.0,83.0,11.5,2.58,ATACANTE
Patricio Bravo,VOLEIBOL,19.0,86.8,182.0,62.0,3.8,8.13,CORREDOR
Matías Silva,VOLEIBOL,41.0,91.4,179.0,63.0,21.6,7.96,
Fernanda Jiménez,NATACION,200.0,60.4,191.0,70.0,13.1,8.45,DELANTERO
Enrique Valenzuela,NATACION,39.0,74.7,177.0,85.0,11.9,1.38,CICLISTA
Paola Romero,BALONCESTO,18.0,96.1,189.0,84.0,16.5,2.42,ATACANTE
Eduardo Soto,BALONCESTO,4.0,70.7,191.0,45.0,22.5,5.32,CORREDOR
Pedro Rodríguez,NATACIÓ,38.0,102.2,180.0,78.0,7.1,1.05,
Héctor Suárez,TENIS,25.0,82.6,190.0,64.0,3.1,9.37,ATACANTE
Roberto Castillo,VOLEIBOL,19.0,104.1,186.0,84.0,9.2,8.1,CICLISTA
Diego Torres,BASKETBALL,29.0,103.8,179.5212464589235,53.0,13.866635071090046,7.51,MEDIOCAMPISTA
Sebastián Rojas,FUTBOL,17.0,57.5,169.0,81.0,5.9,4.65,CICLISTA
Verónica Aguilar,CICLISMO,18.0,103.5,177.0,66.0,8.3,7.72,DELANTERO
Eduardo Soto,BASKETBALL,35.0,58.5,164.0,69.0,8.5,4.74,DELANTERO
Tomás Gutiérrez,RUGBY,45.0,58.9,163.0,66.0,8.5,1.01,MEDIOCAMPISTA
Ignacio Peña,TENIS,35.0,86.9,161.0,85.0,16.8,9.79,CORREDOR
Patricia Ramos,ATLETISMO,31.0,82.6,163.0,89.0,21.8,3.75,ATACANTE
Roxana Salinas,FUTBOL,31.0,104.0,190.0,83.0,13.866635071090046,3.54,NADADOR
Carolina Ríos,ATLETISMO,22.0,72.8,198.0,77.0,14.0,2.73,DELANTERO
Andrés Flores,FUTBOL,34.0,92.8,164.0,300.0,13.8,1.55,CICLISTA
Luis Parra,VOLEIBOL,43.0,60.0,192.0,72.0,18.3,6.29,CORREDOR
Rodrigo Sandoval,FUTBOL,35.0,70.7,181.0,87.0,15.9,2.78,MEDIOCAMPISTA
Patricio Bravo,ATLETISMO,37.0,71.0,184.0,68.0,8.9,5.583822014051522,CORREDOR
Eduardo Soto,CICLISMO,22.0,82.7,188.0,55.0,20.2,2.87,CORREDOR
Isabella Castro,NATACIÓ,40.0,69.1,198.0,76.0,17.0,9.99,MEDIOCAMPISTA
Francisca Lagos,BOXEO,26.0,64.6,187.0,73.0,5.2,-5.0,ATACANTE
Carolina Ríos,ATLETISMO,26.0,90.1,167.0,58.0,16.2,4.87,NADADOR
Gabriela Morales,NATACION,3.0,62.3,184.0,62.0,17.0,8.72,CICLISTA
Francisca Lagos,FUTBOL,28.0,67.2,171.0,72.0,18.3,7.41,
